"","sub","item","seq","xPos","yPos","x1","x2","y1","y2","fix_num","fix_dur","word_text","word_sent","word_line","line","sent","wordID","word_len","predict","VA","Rtn_sweep","Rtn_sweep_type","prevX","nextX","freq","zipf","LandStartVA","prevVA","undersweep_prob"
"3186","sub02",9,13,344.7,386.8,290,398,338,422,51,121,53,14,4,4,3,"separate",8,0,0.33,1,"under-sweep",1324.2,238.7,1107,4.336373903,4.3425,28.83,1
"3229","sub02",54,14,362.5,294.2,324,374,246,338,36,118,37,8,2,3,3,"and",3,0.333333333,0.33,1,"under-sweep",1241.9,267.9,682780,7.126115569,4.7875,26.7725,1
"3276","sub02",10,15,404,215.8,336,444,154,246,17,118,22,11,3,2,2,"Lincoln;",7,0.024390244,0.33,1,"under-sweep",1265.5,286.9,955,4.272292034,5.825,27.3625,1
"3293","sub02",10,15,389.8,281.6,302,399,246,330,34,105,42,6,2,3,3,"anxiety",7,0,0.33,1,"under-sweep",1279.7,246.4,345,3.830910241,5.47,27.7175,1
"3329","sub02",29,16,382.5,183,374,470,154,246,20,107,17,17,4,2,1,"limited",7,0.025,0.33,1,"under-sweep",1314.4,256,561,4.041570458,5.2875,28.585,1
"3346","sub02",29,16,403.6,286.1,313,421,246,338,37,123,28,6,3,3,2,"island's",8,0.153846154,0.33,1,"under-sweep",1288.3,258.8,230,3.655446122,5.815,27.9325,1
"3362","sub02",29,16,429.1,361.2,375,446,338,422,53,113,44,22,3,4,2,"slave",5,0.027027027,0.33,1,"under-sweep",1294.4,298.4,940,4.265423766,6.4525,28.085,1
"3390","sub02",51,17,328.5,172,327,445,154,246,20,105,17,17,2,2,1,"apparatus",9,0,0.33,1,"under-sweep",1306.8,248.7,77,3.183928745,3.9375,28.395,1
"3426","sub02",51,17,394.1,364.7,338,398,338,422,56,100,47,23,2,4,2,"that",4,0.055555556,0.33,1,"under-sweep",1228.2,283.2,719677,7.148972369,5.5775,26.43,1
"3455","sub02",45,18,417.6,172.4,407,458,153,246,18,108,22,1,4,2,2,"Her",3,0.105263158,0.33,1,"under-sweep",1306.3,274.3,144627,6.452086523,6.165,28.3825,1
"3523","sub02",34,19,421.9,181.2,350,433,154,246,20,115,19,12,3,2,2,"severe",6,0,0.33,1,"under-sweep",1318.6,283.2,480,3.973979219,6.2725,28.69,1
"3542","sub02",34,19,412.7,277,338,444,246,330,39,126,31,7,3,3,3,"comment.",7,0.333333333,0.33,1,"under-sweep",1219.9,273.3,654,4.108075442,6.0425,26.2225,1
"3585","sub02",24,20,423.4,178,410,446,154,246,20,99,21,21,5,2,1,"to",2,0.341463415,0.33,1,"under-sweep",1315.5,251.2,1156570,7.355006441,6.31,28.6125,1
"3616","sub02",24,20,291.1,294.8,266,302,246,330,51,136,38,14,2,3,2,"of",2,0.384615385,0.33,1,"under-sweep",1271.65,247.5,590439,7.063009914,3.0025,27.51625,1
"3662","sub02",42,21,361.6,186.3,314,444,154,246,33,91,20,6,2,2,2,"collision,",9,0,0.33,1,"under-sweep",1317.2,257.3,137,3.431713229,4.765,28.655,1
"3682","sub02",42,21,395.1,272.7,339,422,246,330,53,102,33,19,2,3,2,"trying",6,0.487179487,0.33,1,"under-sweep",1225.2,263.6,22849,5.650720347,5.6025,26.355,1
"3730","sub02",16,22,418.2,165.7,327,434,154,246,27,90,19,19,2,2,1,"cultures",8,0,0.33,1,"under-sweep",1306.1,263.7,164,3.509318086,6.18,28.3775,1
"3746","sub02",16,22,383.9,276.5,362,456,246,338,43,110,34,9,5,3,2,"sealed,",6,0,0.33,1,"under-sweep",1291.3,267.8,497,3.989063485,5.3225,28.0075,1
"3764","sub02",16,22,399.7,372.8,302,465,338,422,61,107,51,15,3,4,3,"processing.",10,0,0.33,1,"under-sweep",1320.7,276.5,193,3.579635872,5.7175,28.7425,1
"3818","sub02",23,23,293.6,294.2,254,350,246,330,50,137,36,36,2,3,1,"compact",7,0.071428571,0.33,1,"under-sweep",1268,240.4,86,3.231353395,3.065,27.425,1
"3854","sub02",41,24,388.1,199.7,350,398,154,246,21,106,21,21,4,2,1,"its",3,0.25,0.33,1,"under-sweep",1327.7,273,8757,5.234239083,5.4275,28.9175,1
"3877","sub02",41,24,971.9,281,949,1089,246,330,44,173,46,20,12,3,2,"decibels.",8,0.717948718,0.33,1,"under-sweep",1266.7,911,16,2.522283064,20.0225,27.3925,1
"3918","sub02",20,25,352.9,201.1,264,385,154,246,24,110,23,6,2,2,2,"operating",9,0.051282051,0.33,1,"under-sweep",1268.1,251,582,4.057502697,4.5475,27.4275,1
"3937","sub02",20,25,395.5,277.6,338,410,246,330,43,103,40,8,3,3,4,"cooks",5,0.052631579,0.33,1,"under-sweep",1337.4,267.3,192,3.577391451,5.6125,29.16,1
"3971","sub02",17,26,290.6,161.9,278,338,154,246,24,111,19,2,2,2,2,"have",4,0.43902439,0.33,1,"under-sweep",1266.7,247.4,314232,6.789085934,2.99,27.3925,1
"3986","sub02",17,26,382.6,262,374,446,246,338,39,114,35,7,3,3,3,"small",5,0,0.33,1,"under-sweep",1197.1,249.2,6373,5.096246201,5.29,25.6525,1
"4001","sub02",17,26,261.9,370.9,171,309,338,418,54,164,51,23,1,4,3,"motion.",6,0.390243902,0.33,1,"under-sweep",1187.8,216.3,967,4.277709499,2.2725,25.42,1
"4050","sub02",11,27,400.7,206.4,386,433,154,246,48,107,18,2,3,2,2,"has",3,0.15,0.33,1,"under-sweep",1248.5,249.2,57830,6.053994844,5.7425,26.9375,1
"4068","sub02",11,27,320.3,271.6,302,408,246,338,66,113,33,17,2,3,2,"history.",7,0.125,0.33,1,"under-sweep",1290.2,231.2,4280,4.92337937,3.7325,27.98,1
"4083","sub02",11,27,398.3,384.7,350,482,338,422,81,117,51,18,3,4,3,"sufficient",10,0,0.33,1,"under-sweep",1270,266.9,243,3.679223968,5.6825,27.475,1
"4105","sub02",38,28,330.7,207.8,326,456,154,246,15,108,18,18,3,2,1,"happening.",9,0.256410256,0.33,1,"under-sweep",1273.3,231.9,4618,4.956382104,3.9925,27.5575,1
"4121","sub02",38,28,403.7,286.8,362,458,246,330,31,113,37,19,4,3,2,"suggest",7,0,0.33,1,"under-sweep",1327.9,236.2,2001,4.593298215,5.8175,28.9225,1
"4154","sub02",35,29,352.4,196.7,290,386,154,246,26,100,19,19,3,2,1,"packing",7,0,0.33,1,"under-sweep",1289.5,252.2,698,4.136311318,4.535,27.9625,1
"4174","sub02",35,29,380.5,281,372,494,246,330,46,99,38,13,3,3,2,"numbering",9,0,0.33,1,"under-sweep",1330.9,273.7,3,1.893894133,5.2375,28.9975,1
"4205","sub02",21,30,316.3,156.8,290,338,154,246,20,113,17,4,2,2,2,"are",3,0.595238095,0.33,1,"under-sweep",1313.6,239.9,265672,6.716181562,3.6325,28.565,1
"4222","sub02",21,30,344.9,278.2,313,350,246,338,37,111,33,20,2,3,2,"is",2,0.682926829,0.33,1,"under-sweep",1175.6,232.2,459663,6.954274634,4.3475,25.115,1
"4245","sub02",21,30,323.8,368.2,171,333,338,422,60,118,49,36,1,4,2,"practice.",8,0.5,0.33,1,"under-sweep",1301.5,231.4,2330,4.659376416,3.82,28.2625,1
"4261","sub02",46,31,380.9,182.3,350,409,154,245,14,118,18,18,3,2,1,"also",4,0,0.33,1,"under-sweep",1291.5,246.7,10528,5.314221268,5.2475,28.0125,1
"4280","sub02",46,31,406.3,260.2,395,470,245,338,33,119,33,8,3,3,2,"which",5,0.139534884,0.33,1,"under-sweep",1272,244.1,24339,5.678154716,5.8825,27.525,1
"4298","sub02",46,31,356.3,379.1,278,405,338,418,51,117,48,23,2,4,2,"dioxide.",7,0.930232558,0.33,1,"under-sweep",1338.9,244.7,52,3.016110012,4.6325,29.1975,1
"4322","sub02",6,32,326.5,191,302,338,154,246,21,122,18,18,2,2,1,"to",2,0.076923077,0.33,1,"under-sweep",1237.9,238.2,1156570,7.355006441,3.8875,26.6725,1
"4341","sub02",6,32,401.2,283.1,351,446,246,338,40,119,38,15,3,3,2,"stopped",7,0,0.33,1,"under-sweep",1323.2,277.8,3844,4.876730486,5.755,28.805,1
"4359","sub02",6,32,349.8,392.8,326,374,338,418,58,131,56,33,4,4,2,"the",3,0.675,0.33,1,"under-sweep",1266.7,249.2,1501908,7.468477762,4.47,27.3925,1
"4401","sub02",55,33,395.7,200.4,338,374,154,246,34,122,19,19,3,2,1,"a",2,0,0.33,1,"under-sweep",1284,257.1,1041179,7.309359959,5.6175,27.825,1
"4421","sub02",55,33,441.3,276.3,278,302,246,338,54,107,36,12,2,3,2,"moneylender",1,0.358974359,0.33,1,"under-sweep",1245.7,251.1,4,1.990804146,6.7575,26.8675,1
"4440","sub02",55,33,338.4,401.7,172,313,338,422,73,115,53,29,1,4,2,"well-being",9,0,0.33,1,"under-sweep",1289.9,229.9,10,2.333226827,4.185,27.9725,1
"4476","sub02",32,34,407.5,196,373,446,153,246,21,119,19,19,3,2,1,"years",5,0.85,0.33,1,"under-sweep",1246.7,249,29003,5.754292039,5.9125,26.8925,1
"4498","sub02",32,34,385.4,287.6,362,434,246,330,43,103,37,15,4,3,2,"solar",5,0.756756757,0.33,1,"under-sweep",1271.7,247.6,236,3.666582488,5.36,27.5175,1
"4531","sub02",25,35,374.5,185.5,373,446,154,246,19,101,19,19,4,2,1,"bones",5,0.026315789,0.33,1,"under-sweep",1245,259.5,1561,4.485515172,5.0875,26.85,1
"4547","sub02",25,35,288,305.6,288,338,246,338,35,131,31,6,2,3,2,"and",3,0.277777778,0.33,1,"under-sweep",1277.2,253.7,682780,7.126115569,2.925,27.655,1
"4568","sub02",25,35,405.9,380.3,349,477,338,422,56,123,48,23,3,4,2,"process.",7,0.081081081,0.33,1,"under-sweep",1279.1,279.9,1427,4.44656235,5.8725,27.7025,1
"4597","sub02",28,36,440.1,205.3,339,444,153,246,23,116,18,18,3,2,1,"farmers.",7,0,0.33,1,"under-sweep",1270.4,265.7,230,3.655446122,6.7275,27.485,1
"4616","sub02",28,36,381.5,280.2,362,434,246,330,42,115,35,17,3,3,2,"third",5,0.052631579,0.33,1,"under-sweep",1295.4,267.8,3801,4.871846255,5.2625,28.11,1
"4657","sub02",18,37,344.9,180.1,277,374,154,246,17,94,23,12,2,2,2,"depends",7,0.024390244,0.33,1,"under-sweep",1323.3,246.2,1457,4.455591666,4.3475,28.8075,1
"4671","sub02",18,37,339.2,293.7,324,374,246,330,31,107,43,1,3,3,3,"The",3,0.205128205,0.33,1,"under-sweep",1301.8,241.6,1501908,7.468477762,4.205,28.27,1
"4704","sub02",36,38,364.2,210.3,302,374,153,246,22,110,21,21,4,2,1,"patch",5,0,0.33,1,"under-sweep",1295.7,271.9,888,4.240735903,4.83,28.1175,1
"4728","sub02",36,38,1277.2,208.7,172,314,246,330,46,281,36,36,1,3,1,"more",9,0.425,0.33,1,"under-sweep",1227.7,369.2,66228,6.11288234,27.655,26.4175,1
"4776","sub02",47,39,396.1,272.4,324,422,246,330,38,101,41,1,3,3,3,"Plastic",7,0,0.33,1,"under-sweep",1313.7,273.2,957,4.273199651,5.6275,28.5675,1
"4813","sub02",13,40,357.6,179.4,294,337,154,246,23,96,20,2,2,2,2,"don't",1,0,0.33,1,"under-sweep",1307.5,242.5,265,3.716715779,4.665,28.4125,1
"4830","sub02",13,40,377.8,287,172,264,246,330,40,92,39,21,1,3,2,"Everybody",4,0.526315789,0.33,1,"under-sweep",1317.5,288.7,17555,5.536259714,5.17,28.6625,1
"4875","sub02",7,41,445.4,182,445,554,154,246,21,106,19,3,4,2,3,"branches",8,0,0.33,1,"under-sweep",1314.3,289.1,170,3.524830253,6.86,28.5825,1
"4891","sub02",7,41,403,275.7,398,446,246,338,37,100,37,21,4,3,3,"the",3,0.12195122,0.33,1,"under-sweep",1329.9,235,1501908,7.468477762,5.8,28.9725,1
"4906","sub02",7,41,411.3,370.7,410,458,338,422,52,118,55,39,4,4,3,"man",3,0,0.33,1,"under-sweep",1306.1,251.2,94133,6.265580656,6.0075,28.3775,1
"4942","sub02",53,42,308,180,301,363,154,246,25,106,18,18,3,2,1,"your",4,0.189189189,0.33,1,"under-sweep",1286.9,241.5,328715,6.808654986,3.425,27.8975,1
"4978","sub02",53,42,356.4,368.5,NA,NA,NA,NA,61,91,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1334.7,252.5,NA,NA,4.635,29.0925,1
"5001","sub02",43,43,377.4,173.7,350,434,154,246,19,97,19,11,3,2,2,"heated",6,0,0.33,1,"under-sweep",1272.5,257.6,132,3.415685783,5.16,27.5375,1
"5017","sub02",43,43,389.4,279.3,350,410,246,330,35,109,35,9,4,3,3,"door",4,0.926829268,0.33,1,"under-sweep",1282.7,261.9,14895,5.464903806,5.46,27.7925,1
"5049","sub02",27,44,406.1,196.8,349,432,154,245,17,116,20,8,4,2,2,"piano,",5,0.487179487,0.33,1,"under-sweep",1332,240.2,1268,4.395295764,5.8775,29.025,1
"5071","sub02",27,44,382.7,284.4,302,411,245,330,39,96,36,24,2,3,2,"strategy",8,0.157894737,0.33,1,"under-sweep",1328.1,246.7,482,3.975781273,5.2925,28.9275,1
"5115","sub02",2,45,865.6,164,769,890,154,246,25,105,23,23,10,2,1,"described",9,0.048780488,0.33,1,"under-sweep",1288.3,310.3,462,3.957415133,17.365,27.9325,1
"5139","sub02",2,45,339.7,279.5,266,350,246,338,49,112,32,32,2,3,1,"light",5,0.268292683,0.33,1,"under-sweep",1310.6,227,8425,5.217455597,4.2175,28.49,1
"5168","sub02",2,45,345.5,370.4,326,409,338,422,78,102,50,7,3,4,3,"square",6,0,0.33,1,"under-sweep",1269,262.2,1620,4.501617157,4.3625,27.45,1
"5202","sub02",48,46,403.3,195.1,374,410,154,246,17,104,18,18,4,2,1,"of",2,0.351351351,0.33,1,"under-sweep",1246.2,271.7,590439,7.063009914,5.8075,26.88,1
"5222","sub02",48,46,380.8,292.4,326,422,246,330,37,99,35,14,4,3,2,"country",7,1,0.33,1,"under-sweep",1288,276.3,8254,5.20855122,5.245,27.925,1
"5259","sub02",19,47,368.4,197.9,326,445,154,246,22,106,16,16,3,2,1,"science's",9,0,0.33,1,"under-sweep",1259.4,257.3,36,2.860035866,4.935,27.21,1
"5279","sub02",19,47,319.9,265.8,230,360,246,338,42,111,31,31,2,3,1,"surprises.",9,0.052631579,0.33,1,"under-sweep",1299.6,235.1,497,3.989063485,3.7225,28.215,1
"5297","sub02",19,47,402.5,370.1,384,422,338,422,60,92,47,16,3,4,2,"or",2,0.894736842,0.33,1,"under-sweep",1311.5,247.8,86970,6.231208606,5.7875,28.5125,1
"5316","sub02",14,48,328.3,171.2,324,446,154,246,14,114,17,17,2,2,1,"officials",9,0.025641026,0.33,1,"under-sweep",1278.3,248.9,356,3.844502358,3.9325,27.6825,1
"5333","sub02",14,48,349,294.3,337,410,246,338,31,116,36,8,3,3,2,"using",5,0,0.33,1,"under-sweep",1321.5,239.1,3520,4.838500167,4.45,28.7625,1
"5350","sub02",14,48,341.1,366.5,242,381,338,418,48,119,53,25,2,4,2,"stranded.",8,0.025641026,0.33,1,"under-sweep",1304.8,247.9,153,3.479354863,4.2525,28.345,1
"5372","sub02",5,49,352.2,167.3,313,421,154,246,20,90,20,8,3,2,3,"peppered",8,0,0.33,1,"under-sweep",1280.2,245.4,8,2.246076652,4.53,27.73,1
"5405","sub02",5,49,341.5,370.2,NA,NA,NA,NA,53,106,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1314.4,223,NA,NA,4.2625,28.585,1
"5421","sub02",12,50,330.9,164.5,290,419,154,246,15,104,20,20,3,2,1,"ingenuity.",9,0,0.33,1,"under-sweep",1287,243.7,47,2.97307538,3.9975,27.9,1
"5436","sub02",12,50,389.1,262.7,349,410,246,338,30,110,37,17,3,3,2,"with",4,0,0.33,1,"under-sweep",1201.5,270.5,257465,6.702554028,5.4525,25.7625,1
"5456","sub02",12,50,310.6,373.5,NA,NA,NA,NA,50,113,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1262.9,239.8,NA,NA,3.49,27.2975,1
"5478","sub02",49,51,375.9,204.7,325,386,154,246,19,111,20,4,2,2,2,"when",4,0.128205128,0.33,1,"under-sweep",1286,257.7,103739,6.307780386,5.1225,27.875,1
"5492","sub02",49,51,365.3,281.1,302,374,246,330,33,114,38,22,2,3,2,"solar",5,0,0.33,1,"under-sweep",1225.3,254.1,236,3.666582488,4.8575,26.3575,1
"5534","sub02",30,52,360,165.5,351,468,154,246,22,106,19,19,3,2,1,"suggests.",8,0.051282051,0.33,1,"under-sweep",1266.9,237.7,256,3.701767265,4.725,27.3975,1
"5548","sub02",30,52,347.1,264.1,290,350,246,330,36,116,35,16,2,3,2,"that",4,0.275,0.33,1,"under-sweep",1277.1,230.5,719677,7.148972369,4.4025,27.6525,1
"5582","sub02",15,53,435,168.3,431,482,154,246,19,118,20,1,4,2,2,"His",3,0,0.33,1,"under-sweep",1308,271.3,108364,6.326723177,6.6,28.425,1
"5602","sub02",15,53,356.8,270.2,299,409,246,338,39,113,35,1,2,3,3,"Anderson",8,0.027027027,0.33,1,"under-sweep",1267.1,262.8,750,4.167474079,4.645,27.4025,1
"5651","sub02",37,54,324.9,161.3,267,338,152,246,19,93,22,8,3,2,3,"rifle",5,0,0.33,1,"under-sweep",1278.5,243.5,743,4.163407078,3.8475,27.6875,1
"5669","sub02",37,54,361.1,261.1,NA,NA,NA,NA,37,107,NA,NA,NA,3,NA,".",NA,NA,0.33,1,"under-sweep",1277.7,232.4,NA,NA,4.7525,27.6675,1
"5696","sub02",39,55,378.8,175,290,411,154,246,22,108,18,18,2,2,1,"diversity",9,0.078947368,0.33,1,"under-sweep",1269.8,250,56,3.047708998,5.195,27.47,1
"5713","sub02",39,55,388.6,255.4,350,409,246,330,39,121,32,32,2,3,1,"gene",4,0.052631579,0.33,1,"under-sweep",1241.5,244.9,743,4.163407078,5.44,26.7625,1
"5775","sub04",50,1,458.3,157.8,398,518,154,246,6,98,23,23,4,2,1,"inhabited",9,0,0.33,1,"accurate",379.6,514.7,57,3.055262136,7.1825,5.215,0
"5814","sub04",50,1,297.7,316.3,172,300,246,330,45,150,38,38,1,3,1,"animals,",7,0.928571429,0.33,1,"under-sweep",1314.8,248,1993,4.591559296,3.1675,28.595,1
"5854","sub04",51,2,385.5,206.2,327,445,154,246,23,103,17,17,2,2,1,"apparatus",9,0,0.33,1,"under-sweep",1355.7,232.1,77,3.183928745,5.3625,29.6175,1
"5876","sub04",51,2,351.8,316.6,350,386,246,338,45,131,31,7,3,3,2,"to",2,0.638888889,0.33,1,"under-sweep",1334.4,238,1156570,7.355006441,4.52,29.085,1
"5900","sub04",51,2,410.8,394.6,398,446,338,422,69,108,48,24,3,4,2,"are",3,0.055555556,0.33,1,"under-sweep",1276.2,242,265672,6.716181562,5.995,27.63,1
"5942","sub04",48,3,385,202.6,374,410,154,246,28,108,18,18,4,2,1,"of",2,0.351351351,0.33,1,"under-sweep",1342.2,244.8,590439,7.063009914,5.35,29.28,1
"5982","sub04",48,3,383.9,326.7,326,422,246,330,68,116,35,14,4,3,2,"country",7,1,0.33,1,"under-sweep",1348.1,240.2,8254,5.20855122,5.3225,29.4275,1
"6022","sub04",44,4,327.2,190.4,326,362,154,246,29,120,22,22,2,2,1,"of",2,0.657894737,0.33,1,"under-sweep",1348.9,241.9,590439,7.063009914,3.905,29.4475,1
"6047","sub04",44,4,327.8,318.3,302,396,246,330,54,129,37,37,2,3,1,"people,",6,0.421052632,0.33,1,"under-sweep",1288.5,232.4,56252,6.041979831,3.92,27.9375,1
"6086","sub04",14,5,229.2,221.3,172,324,154,246,20,287,16,16,1,2,1,"snowstorm,",9,0.128205128,0.33,1,"accurate",1325.6,511.8,44,2.945046656,1.455,28.865,0
"6102","sub04",14,5,313.8,309.2,302,337,246,338,36,116,35,7,2,3,2,"is",2,0.179487179,0.33,1,"under-sweep",1333.4,218.3,459663,6.954274634,3.57,29.06,1
"6128","sub04",14,5,326.9,387.9,242,381,338,418,62,123,53,25,2,4,2,"stranded.",8,0.025641026,0.33,1,"under-sweep",1343.6,225.6,153,3.479354863,3.8975,29.315,1
"6156","sub04",3,6,392.6,206.8,362,422,154,246,24,101,19,19,3,2,1,"care",4,0,0.33,1,"under-sweep",1320.7,230.6,24748,5.685391798,5.54,28.7425,1
"6182","sub04",3,6,238.2,291.9,172,242,246,336,50,142,34,9,1,3,2,"can",3,0,0.33,1,"under-sweep",1364.8,201.8,267620,6.719354331,1.68,29.845,1
"6211","sub04",3,6,310.2,408.6,171,230,336,422,79,121,52,8,1,4,3,"California",2,0.30952381,0.33,1,"under-sweep",1339.9,218.8,1972,4.586961227,3.48,29.2225,1
"6245","sub04",52,7,271.7,216.7,172,302,154,246,23,158,19,7,1,2,2,"specific",8,0,0.33,1,"accurate",1283,1185.1,908,4.250398025,2.5175,27.8,0
"6251","sub04",52,7,347.2,251.4,301,445,246,338,29,114,36,NA,3,3,NA,"Millennials",NA,NA,0.33,1,"under-sweep",1300.8,229.8,NA,NA,4.405,28.245,1
"6278","sub04",52,7,420.4,341.5,314,446,338,422,56,144,52,40,3,4,2,"depression",10,0.846153846,0.33,1,"under-sweep",1291.3,379.5,406,3.901428551,6.235,28.0075,1
"6338","sub04",11,8,345.5,226.7,171,348,154,246,30,133,16,NA,1,2,NA,"pictographs.",NA,NA,0.33,1,"under-sweep",1280.7,248.6,2,1.768955397,4.3625,27.7425,1
"6364","sub04",11,8,427.5,330.6,408,458,246,338,56,110,34,1,3,3,3,"The",3,0.179487179,0.33,1,"under-sweep",1347.8,256,1501908,7.468477762,6.4125,29.42,1
"6372","sub04",11,8,491.4,340.7,482,518,338,422,64,394,52,19,4,4,3,"to",2,0.55,0.33,1,"accurate",520.7,569.4,1156570,7.355006441,8.01,8.7425,0
"6431","sub04",24,9,300.9,230.2,242,314,154,246,18,153,18,18,2,2,1,"doing",5,0.073170732,0.33,1,"under-sweep",1352.4,232.5,52492,6.011935536,3.2475,29.535,1
"6453","sub04",24,9,276.9,319.9,266,302,246,330,40,116,38,14,2,3,2,"of",2,0.384615385,0.33,1,"under-sweep",1306.9,214.3,590439,7.063009914,2.6475,28.3975,1
"6508","sub04",25,10,378.9,219.1,373,446,154,246,26,113,19,19,4,2,1,"bones",5,0.026315789,0.33,1,"under-sweep",1311.4,233.2,1561,4.485515172,5.1975,28.51,1
"6528","sub04",25,10,298.1,321.5,288,338,246,338,46,136,31,6,2,3,2,"and",3,0.277777778,0.33,1,"under-sweep",1318.2,214.9,682780,7.126115569,3.1775,28.68,1
"6531","sub04",25,10,536,346,NA,NA,NA,NA,49,121,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1276.5,419.9,NA,NA,9.125,27.6375,1
"6586","sub04",36,11,334.4,185.7,302,374,153,246,32,118,21,21,4,2,1,"patch",5,0,0.33,1,"under-sweep",1219.2,230.4,888,4.240735903,4.085,26.205,1
"6634","sub04",36,11,1307,211.1,172,314,246,330,80,180,36,36,1,3,1,"more",9,0.425,0.33,1,"under-sweep",1148,405.5,66228,6.11288234,28.4,24.425,1
"6665","sub04",21,12,278.3,246.3,172,313,246,338,26,146,32,19,1,3,2,"technique",9,0.095238095,0.33,1,"under-sweep",1383.7,236.5,456,3.951750342,2.6825,30.3175,1
"6686","sub04",21,12,440,318.5,410,470,246,338,47,96,35,22,4,3,2,"most",4,0,0.33,1,"under-sweep",1249,250.6,17889,5.544444483,6.725,26.95,1
"6715","sub04",21,12,310.5,377.3,171,333,338,422,76,100,49,36,1,4,2,"practice.",8,0.5,0.33,1,"accurate",1318.6,1325.8,2330,4.659376416,3.4875,28.69,0
"6753","sub04",54,13,247.7,241.3,172,266,153,246,28,234,19,4,1,2,2,"order",5,0.051282051,0.33,1,"accurate",1374.2,338.3,7985,5.194163448,1.9175,30.08,0
"6759","sub04",54,13,608.8,251.4,589,651,246,338,34,227,41,12,6,3,3,"wary",4,0,0.33,1,"accurate",532.4,706.8,38,2.882898749,10.945,9.035,0
"6806","sub04",54,13,318.9,388.3,279,373,338,422,81,101,55,11,3,4,4,"raising",7,0.025641026,0.33,1,"under-sweep",1341.6,208.6,574,4.051501987,3.6975,29.265,1
"6836","sub04",33,14,242.6,218.4,172,276,154,246,27,371,18,18,1,2,1,"scent.",5,0.047619048,0.33,1,"accurate",1346.6,354.9,304,3.776133981,1.79,29.39,0
"6844","sub04",33,14,522.3,246,506,614,246,330,35,149,42,24,6,3,2,"oncoming",8,0,0.33,1,"under-sweep",549.3,492.5,22,2.653561978,8.7825,9.4575,1
"6864","sub04",33,14,412.3,339.2,NA,NA,NA,NA,55,170,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",563.1,632.2,NA,NA,6.0325,9.8025,0
"6902","sub04",22,15,281.6,232.9,266,422,154,246,32,117,22,15,2,2,2,"hiding-place",12,0,0.33,1,"under-sweep",1311.9,224,NA,NA,2.765,28.5225,1
"6925","sub04",22,15,269.7,342.7,NA,NA,NA,NA,55,114,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1327.9,219.4,NA,NA,2.4675,28.9225,1
"6959","sub04",39,16,537.7,157.6,518,565,154,246,13,167,21,21,5,2,1,"the",3,0,0.33,1,"under-sweep",456.7,438.7,1501908,7.468477762,9.1675,7.1425,1
"6986","sub04",39,16,569.6,248.1,530,578,246,330,40,244,35,2,5,3,2,"the",3,0.026315789,0.33,1,"accurate",475.3,617,1501908,7.468477762,9.965,7.6075,0
"7051","sub04",27,17,331.8,209.2,302,349,154,245,30,124,19,7,3,2,2,"the",3,0.421052632,0.33,1,"under-sweep",1369.6,237.8,1501908,7.468477762,4.02,29.965,1
"7074","sub04",27,17,405,309.7,302,411,245,330,53,103,36,24,2,3,2,"strategy",8,0.157894737,0.33,1,"under-sweep",1325.5,233.4,482,3.975781273,5.85,28.8625,1
"7129","sub04",2,18,343.2,224.9,266,362,154,246,34,99,15,15,2,2,1,"through",7,0,0.33,1,"under-sweep",1317.9,227.1,28026,5.739410756,4.305,28.6725,1
"7134","sub04",2,18,557.2,259.7,458,575,246,338,39,133,35,35,5,3,1,"sunspots.",8,0.025641026,0.33,1,"under-sweep",1058.3,441.6,10,2.333226827,9.655,22.1825,1
"7170","sub04",2,18,412.8,405.2,409,470,338,422,75,95,51,8,4,4,3,"inch",4,0.170731707,0.33,1,"under-sweep",1300.1,233.4,631,4.09255122,6.045,28.2275,1
"7232","sub04",9,19,233.6,201.4,171,290,154,246,34,340,16,16,1,2,1,"mention",7,0.333333333,0.33,1,"accurate",1305.1,368.2,3033,4.773849719,1.565,28.3525,0
"7265","sub04",9,19,307.9,298.5,266,314,246,338,67,108,32,7,2,3,2,"out",3,0,0.33,1,"under-sweep",1316.1,209.3,197131,6.58659127,3.4225,28.6275,1
"7291","sub04",9,19,360.1,377.4,290,398,338,422,93,88,53,14,4,4,3,"separate",8,0,0.33,1,"under-sweep",1302,217.7,1107,4.336373903,4.7275,28.275,1
"7334","sub04",47,20,288.3,217.2,242,302,154,246,31,290,20,4,2,2,2,"sent",4,0,0.33,1,"accurate",1379.2,412.1,7038,5.139345107,2.9325,30.205,0
"7348","sub04",47,20,357.4,312.6,324,422,246,330,45,92,41,1,3,3,3,"Plastic",7,0,0.33,1,"under-sweep",1342,232.6,957,4.273199651,4.66,29.275,1
"7394","sub04",55,21,286,220.5,172,254,154,246,32,131,17,17,1,2,1,"larger",4,0,0.33,1,"under-sweep",1339.1,230,418,3.914048165,2.875,29.2025,1
"7411","sub04",55,21,319.3,315.8,278,302,246,338,49,105,36,12,2,3,2,"moneylender",1,0.358974359,0.33,1,"under-sweep",1273.8,214,4,1.990804146,3.7075,27.57,1
