"","sub","item","seq","xPos","yPos","x1","x2","y1","y2","fix_num","fix_dur","word_text","word_sent","word_line","line","sent","wordID","word_len","predict","VA","Rtn_sweep","Rtn_sweep_type","prevX","nextX","freq","zipf","LandStartVA","prevVA","undersweep_prob"
"125373","sub4a",36,37,1291,200.5,172,314,246,330,38,182,36,36,1,3,1,"more",9,0.425,0.33,1,"accurate",1233,1334.4,66228,6.11288234,28,26.55,0
"125397","sub4a",38,38,337.6,216.5,326,456,154,246,18,118,18,18,3,2,1,"happening.",9,0.256410256,0.33,1,"under-sweep",1322.2,273.4,4618,4.956382104,4.165,28.78,1
"125413","sub4a",38,38,292.8,301.9,255,312,246,330,34,277,35,17,2,3,2,"can,",3,0.473684211,0.33,1,"under-sweep",1370.6,244.9,267620,6.719354331,3.045,29.99,1
"125436","sub4a",5,39,323.2,214.9,313,421,154,246,18,148,20,8,3,2,3,"peppered",8,0,0.33,1,"under-sweep",1344.1,266.5,8,2.246076652,3.805,29.3275,1
"125451","sub4a",5,39,300.1,288.1,253,326,246,338,33,139,38,16,2,3,4,"place",5,0.552631579,0.33,1,"under-sweep",1368,261.5,30736,5.779495619,3.2275,29.925,1
"125476","sub4a",5,39,273.1,376.5,NA,NA,NA,NA,58,111,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1356.1,251.5,NA,NA,2.5525,29.6275,1
"125502","sub4a",31,40,302.3,202.8,278,314,154,246,23,128,19,19,2,2,1,"on",2,0.175,0.33,1,"under-sweep",1351.4,273.9,354742,6.841747977,3.2825,29.51,1
"125523","sub4a",31,40,328.7,286,279,338,246,330,44,114,35,4,2,3,2,"fold",4,0.85,0.33,1,"under-sweep",1380.8,261,440,3.936272732,3.9425,30.245,1
"125565","sub4a",32,41,331.9,214.6,326,373,153,246,27,126,18,18,2,2,1,"165",3,0,0.33,1,"under-sweep",1297.4,273.6,NA,NA,4.0225,28.16,1
"125600","sub4a",32,41,321.3,305.2,314,362,246,330,62,87,36,14,3,3,2,"our",3,0.157894737,0.33,1,"under-sweep",1371.9,259.3,71425,6.145690472,3.7575,30.0225,1
"125632","sub4a",19,42,337,210.7,326,445,154,246,16,129,16,16,3,2,1,"science's",9,0,0.33,1,"under-sweep",1309.2,273.6,36,2.860035866,4.15,28.455,1
"125657","sub4a",19,42,330.8,291,230,360,246,338,41,107,31,31,2,3,1,"surprises.",9,0.052631579,0.33,1,"under-sweep",1379.6,274.9,497,3.989063485,3.995,30.215,1
"125672","sub4a",19,42,272,389.3,172,276,338,422,56,276,45,14,1,4,2,"gases,",5,0,0.33,1,"accurate",1396.3,366.2,37,2.871617739,2.525,30.6325,0
"125685","sub4a",49,43,380,161.9,325,386,154,246,6,164,20,4,2,2,2,"when",4,0.128205128,0.33,1,"accurate",356.7,465.8,103739,6.307780386,5.225,4.6425,0
"125716","sub4a",49,43,300.8,265.4,172,302,246,330,37,105,37,21,1,3,2,"apparent",8,0,0.33,1,"under-sweep",1315.7,278.6,215,3.626287893,3.245,28.6175,1
"125757","sub4a",4,44,317.4,203.6,266,327,154,246,25,131,21,21,2,2,1,"from",4,0,0.33,1,"under-sweep",1353.3,266,103992,6.308838249,3.66,29.5575,1
"125776","sub4a",4,44,303.8,297.6,303,338,246,340,44,321,39,6,3,3,2,"of",2,0.023809524,0.33,1,"accurate",1352,384.2,590439,7.063009914,3.32,29.525,0
"125790","sub4a",4,44,298.2,370.1,172,309,340,418,58,124,58,25,1,4,2,"course.",6,0.023809524,0.33,1,"under-sweep",1394.2,271.9,24848,5.687143058,3.18,30.58,1
"125807","sub4a",24,45,339.2,204.6,314,349,154,246,15,100,19,19,3,2,1,"as",2,0.024390244,0.33,1,"under-sweep",1311.2,282.9,113068,6.345177693,4.205,28.505,1
"125825","sub4a",24,45,343.1,289.6,302,422,246,330,33,140,39,15,3,3,2,"Concerned",9,0.051282051,0.33,1,"under-sweep",1325.3,264.2,2261,4.646326743,4.3025,28.8575,1
"125862","sub4a",20,46,332.4,235,264,385,154,246,22,143,23,6,2,2,2,"operating",9,0.051282051,0.33,1,"under-sweep",1288.5,273.9,582,4.057502697,4.035,27.9375,1
"125880","sub4a",20,46,316.5,293.3,290,338,246,330,40,151,39,7,2,3,4,"the",3,0.131578947,0.33,1,"under-sweep",1389.6,295.7,1501908,7.468477762,3.6375,30.465,1
"125904","sub4a",54,47,972.9,153.7,924,973,153,246,12,353,30,1,12,2,3,"The",3,0.307692308,0.33,1,"accurate",870.5,1072.3,1501908,7.468477762,20.0475,17.4875,0
"125931","sub4a",54,47,368.2,278.5,324,374,246,338,39,122,37,8,2,3,3,"and",3,0.333333333,0.33,1,"under-sweep",1315.1,283,682780,7.126115569,4.93,28.6025,1
"125949","sub4a",54,47,319,393.7,279,373,338,422,57,302,55,11,3,4,4,"raising",7,0.025641026,0.33,1,"under-sweep",1375,265.5,574,4.051501987,3.7,30.1,1
"125965","sub4a",15,48,1073.8,157.5,1058,1119,154,246,13,210,30,11,14,2,2,"stay",4,0.054054054,0.33,1,"accurate",996.7,1121.3,26298,5.711773377,22.57,20.6425,0
"125989","sub4a",15,48,329.3,286.3,299,409,246,338,37,108,35,1,2,3,3,"Anderson",8,0.027027027,0.33,1,"under-sweep",1316,285.1,750,4.167474079,3.9575,28.625,1
"126011","sub4a",15,48,329.4,389.3,302,422,338,422,59,128,51,17,3,4,3,"different",9,0,0.33,1,"under-sweep",1359.8,261.3,10686,5.320689952,3.96,29.72,1
"126034","sub4a",40,49,316.8,212.7,253,326,154,246,18,217,23,23,3,2,1,"water",5,0.026315789,0.33,1,"under-sweep",1348.8,261.2,11478,5.351738198,3.645,29.445,1
"126047","sub4a",40,49,316.5,292.3,253,338,246,330,31,124,38,3,2,3,2,"police",6,0.026315789,0.33,1,"under-sweep",1347.7,274.7,12044,5.372640946,3.6375,29.4175,1
"126067","sub4a",11,50,515.1,163.1,494,566,154,246,9,483,20,4,5,2,2,"found",5,0,0.33,1,"accurate",435.6,588.2,20196,5.597121008,8.6025,6.615,0
"126089","sub4a",11,50,673.3,250.5,637,686,246,338,31,279,38,5,7,3,3,"was",3,0.025,0.33,1,"accurate",596.9,739,288391,6.751817351,12.5575,10.6475,0
"126128","sub4a",11,50,714.8,338.2,626,849,338,422,70,166,54,21,6,4,3,"anthropologists.",15,0,0.33,1,"accurate",612,730.2,9,2.291834142,13.595,11.025,0
"126163","sub4a",3,51,808.1,154.5,806,924,154,246,8,404,25,25,9,2,1,"services.",8,0,0.33,1,"accurate",685.7,861.6,1053,4.314674753,15.9275,12.8675,0
"126192","sub4a",3,51,350,295.6,338,445,246,336,37,147,37,12,4,3,2,"credited",8,0,0.33,1,"under-sweep",1360.35,294.6,31,2.79698412,4.475,29.73375,1
"126214","sub4a",3,51,341.2,393.8,171,230,336,422,59,120,52,8,1,4,3,"California",2,0.30952381,0.33,1,"under-sweep",1375.9,282.3,1972,4.586961227,4.255,30.1225,1
"126240","sub4a",7,52,957,155.1,902,998,154,246,13,229,26,10,11,2,3,"meadows",7,0.024390244,0.33,1,"accurate",894.6,1033.5,94,3.269557747,19.65,18.09,0
"126266","sub4a",7,52,341.9,277.9,242,350,246,338,39,112,35,19,2,3,3,"couldn't",8,0.170731707,0.33,1,"under-sweep",1395.9,297.7,11,2.371015388,4.2725,30.6225,1
"126286","sub4a",7,52,326.2,410,326,410,338,422,59,274,54,38,3,4,3,"shaggy",6,0,0.33,1,"accurate",1380.2,387.1,78,3.189461233,3.88,30.23,0
"126301","sub4a",16,53,655.3,155.4,614,769,154,246,10,318,22,22,5,2,1,"contaminated",12,0,0.33,1,"accurate",555.6,668.1,130,3.409105438,12.1075,9.615,0
"126331","sub4a",16,53,340.8,311.9,338,362,246,338,40,117,33,8,4,3,2,"a",1,0.333333333,0.33,1,"under-sweep",1372.4,285.8,1041179,7.309359959,4.245,30.035,1
"126354","sub4a",16,53,325.5,387.8,302,465,338,422,63,159,51,15,3,4,3,"processing.",10,0,0.33,1,"under-sweep",1399.1,262.8,193,3.579635872,3.8625,30.7025,1
"126361","sub4a",33,54,354.6,157.2,337,409,154,246,3,123,20,2,3,2,2,"works",5,0,0.33,1,"accurate",282.3,465.7,5357,5.020836851,4.59,2.7825,0
"126394","sub4a",33,54,330.2,312.4,265,336,246,330,36,153,38,20,2,3,2,"with,",4,0.731707317,0.33,1,"under-sweep",1333.4,251.3,257465,6.702554028,3.98,29.06,1
"126418","sub4a",13,55,859.4,159.3,758,817,154,246,15,224,28,10,10,2,2,"wave",4,0.026315789,0.33,1,"accurate",953.7,956.2,1084,4.32726388,17.21,19.5675,0
"126448","sub4a",13,55,307.6,305.6,172,264,246,330,45,106,39,21,1,3,2,"Everybody",4,0.526315789,0.33,1,"under-sweep",1344.2,274.7,17555,5.536259714,3.415,29.33,1
"126531","sub50",32,1,324.5,156,171,326,153,246,7,290,17,17,1,2,1,"discovered",10,0.175,0.33,1,"accurate",471.5,365.5,1467,4.458560198,3.8375,7.5125,0
"126555","sub50",32,1,329.4,324.3,314,362,246,330,31,135,36,14,3,3,2,"our",3,0.157894737,0.33,1,"under-sweep",1344.8,294,71425,6.145690472,3.96,29.345,1
"126584","sub50",15,2,350.4,208.8,302,361,154,246,13,106,18,18,2,2,1,"last",4,0.028571429,0.33,1,"under-sweep",1398.5,311.5,36878,5.858613278,4.485,30.6875,1
"126596","sub50",15,2,344.4,307.4,299,409,246,338,25,138,35,1,2,3,3,"Anderson",8,0.027027027,0.33,1,"under-sweep",1310.8,309.5,750,4.167474079,4.335,28.495,1
"126607","sub50",15,2,316.6,415.1,302,422,338,422,36,94,51,17,3,4,3,"different",9,0,0.33,1,"under-sweep",1296.5,301.9,10686,5.320689952,3.64,28.1375,1
"126615","sub50",30,3,367,165.8,351,468,154,246,2,85,19,19,3,2,1,"suggests.",8,0.051282051,0.33,1,"under-sweep",216.6,351.7,256,3.701767265,4.9,1.14,1
"126636","sub50",30,3,318.3,309.6,290,350,246,330,23,307,35,16,2,3,2,"that",4,0.275,0.33,1,"accurate",1261.2,403.2,719677,7.148972369,3.6825,27.255,0
"126654","sub50",48,4,394.3,160.1,374,410,154,246,2,115,18,18,4,2,1,"of",2,0.351351351,0.33,1,"under-sweep",650.8,323,590439,7.063009914,5.5825,11.995,1
"126675","sub50",48,4,314.7,335,NA,NA,NA,NA,23,132,NA,NA,NA,3,NA,".",NA,NA,0.33,1,"under-sweep",1318.8,269.3,NA,NA,3.5925,28.695,1
"126697","sub50",33,5,299.7,156.7,276,337,154,246,3,260,19,1,2,2,2,"That",4,0.024390244,0.33,1,"accurate",350.6,471.5,719677,7.148972369,3.2175,4.49,0
"126724","sub50",33,5,354.1,316,336,410,246,330,30,108,39,21,3,3,2,"let's",5,0,0.33,1,"under-sweep",1377.6,309.2,918,4.255149654,4.5775,30.165,1
"126733","sub50",39,6,377.9,168.1,290,411,154,246,2,138,18,18,2,2,1,"diversity",9,0.078947368,0.33,1,"under-sweep",536.2,335.6,56,3.047708998,5.1725,9.13,1
"126756","sub50",39,6,324.3,330.2,NA,NA,NA,NA,25,119,NA,NA,NA,3,NA,".",NA,NA,0.33,1,"under-sweep",1195.4,272.9,NA,NA,3.8325,25.61,1
"126772","sub50",25,7,366.2,168.9,326,373,154,246,2,141,18,18,3,2,1,"the",3,0.184210526,0.33,1,"under-sweep",555,347.7,1501908,7.468477762,4.88,9.6,1
"126793","sub50",25,7,335.8,329.4,288,338,246,338,23,126,31,6,2,3,2,"and",3,0.277777778,0.33,1,"under-sweep",1285.8,286.9,682780,7.126115569,4.12,27.87,1
"126805","sub50",25,7,346.4,404.7,302,349,338,422,35,101,47,22,2,4,2,"the",3,0.513513514,0.33,1,"under-sweep",1291.6,285.9,1501908,7.468477762,4.385,28.015,1
"126823","sub50",28,8,428,242.4,339,444,153,246,12,118,18,18,3,2,1,"farmers.",7,0,0.33,1,"under-sweep",1206.1,294.3,230,3.655446122,6.425,25.8775,1
"126824","sub50",28,8,294.3,258.7,172,314,246,330,13,194,33,15,1,3,2,"following",9,0.026315789,0.33,1,"accurate",428,449,2310,4.655634088,3.0825,6.425,0
"126837","sub50",28,8,340.2,346.5,NA,NA,NA,NA,26,104,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1354.6,300,NA,NA,4.23,29.59,1
"126850","sub50",49,9,355.4,156.2,325,386,154,246,2,319,20,4,2,2,2,"when",4,0.128205128,0.33,1,"accurate",426,464.3,103739,6.307780386,4.61,6.375,0
"126867","sub50",49,9,1027.8,249.8,974,1082,246,330,19,209,49,33,13,3,2,"slightly",8,0,0.33,1,"accurate",905.9,1159,576,4.053009955,21.42,18.3725,0
"126870","sub50",49,9,311.7,344,NA,NA,NA,NA,22,124,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",1268,323.4,NA,NA,3.5175,27.425,0
"126880","sub50",27,10,363.3,159.3,349,432,154,245,2,165,20,8,4,2,2,"piano,",5,0.487179487,0.33,1,"under-sweep",412.7,347.6,1268,4.395295764,4.8075,6.0425,1
"126891","sub50",27,10,326.1,266.5,302,411,245,330,13,94,36,24,2,3,2,"strategy",8,0.157894737,0.33,1,"under-sweep",1413.3,300.7,482,3.975781273,3.8775,31.0575,1
"126907","sub50",27,10,508.3,342,NA,NA,NA,NA,29,242,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",401.2,631.1,NA,NA,8.4325,5.755,0
"126917","sub50",24,11,386.3,155.8,349,410,154,246,3,160,20,20,4,2,1,"much",4,0.292682927,0.33,1,"accurate",302.4,507.8,49636,5.987639668,5.3825,3.285,0
"126928","sub50",24,11,297.8,249.9,266,302,246,330,14,156,38,14,2,3,2,"of",2,0.384615385,0.33,1,"accurate",316.8,430.8,590439,7.063009914,3.17,3.645,0
"126939","sub50",24,11,347.2,348.5,NA,NA,NA,NA,25,98,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1323.7,303.8,NA,NA,4.405,28.8175,1
"126950","sub50",17,12,301.2,154.9,278,338,154,246,2,195,19,2,2,2,2,"have",4,0.43902439,0.33,1,"accurate",173.4,381.2,314232,6.789085934,3.255,0.0600000000000001,0
"126959","sub50",17,12,329.2,248.6,324,374,246,338,11,126,34,6,2,3,3,"the",3,0,0.33,1,"under-sweep",1223.9,297.2,1501908,7.468477762,3.955,26.3225,1
"126983","sub50",53,13,340.3,162.2,301,363,154,246,2,318,18,18,3,2,1,"your",4,0.189189189,0.33,1,"accurate",459.3,559.6,328715,6.808654986,4.2325,7.2075,0
"126990","sub50",53,13,382.5,267.2,349,420,246,338,9,89,37,15,3,3,2,"most,",4,0.027027027,0.33,1,"under-sweep",1310.6,297,17889,5.544444483,5.2875,28.49,1
"126999","sub50",53,13,319.3,343.4,NA,NA,NA,NA,18,127,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1316.7,305.5,NA,NA,3.7075,28.6425,1
"127014","sub50",34,14,325.6,156.4,314,350,154,246,2,160,18,11,2,2,2,"or",2,0,0.33,1,"accurate",245.3,471.3,86970,6.231208606,3.865,1.8575,0
"127024","sub50",34,14,340.4,260.4,338,444,246,330,12,129,31,7,3,3,3,"comment.",7,0.333333333,0.33,1,"under-sweep",1344.3,319.8,654,4.108075442,4.235,29.3325,1
"127036","sub50",34,14,800.6,339.3,NA,NA,NA,NA,24,151,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",678.1,894.1,NA,NA,15.74,12.6775,0
"127044","sub50",4,15,341.4,200.1,327,395,154,246,2,112,22,22,3,2,1,"them,",4,0,0.33,1,"under-sweep",375.8,308.5,90720,6.249541971,4.26,5.12,1
"127054","sub50",4,15,345.5,265.1,338,434,246,340,12,109,40,7,4,3,2,"getting",7,0.119047619,0.33,1,"under-sweep",1300.8,313,24719,5.684882609,4.3625,28.245,1
"127063","sub50",4,15,300.4,340.9,172,309,340,418,21,170,58,25,1,4,2,"course.",6,0.023809524,0.33,1,"under-sweep",1255,287.7,24848,5.687143058,3.235,27.1,1
"127078","sub50",1,16,320.5,169.7,171,337,154,246,2,97,18,18,1,2,1,"maintaining",11,0,0.33,1,"accurate",340.1,444.5,94,3.269557747,3.7375,4.2275,0
"127096","sub50",1,16,336.3,312.8,266,362,246,338,20,137,36,15,3,3,2,"control",7,0.025,0.33,1,"under-sweep",1360.7,326.6,6662,5.115503955,4.1325,29.7425,1
"127105","sub50",1,16,343.7,392.5,326,417,338,422,29,129,57,16,4,4,3,"song.",4,0.95,0.33,1,"under-sweep",1281.5,270.3,4778,4.971171173,4.3175,27.7625,1
"127122","sub50",45,17,347.1,219.6,303,350,153,246,14,105,20,20,2,2,1,"for",3,0.631578947,0.33,1,"under-sweep",1294.9,288.7,351650,6.837945999,4.4025,28.0975,1
"127132","sub50",45,17,295.6,331.2,NA,NA,NA,NA,24,257,NA,NA,NA,3,NA,".",NA,NA,0.33,1,"accurate",1324.7,437.5,NA,NA,3.115,28.8425,0
"127151","sub50",22,18,355,222.8,266,422,154,246,11,111,22,15,2,2,2,"hiding-place",12,0,0.33,1,"under-sweep",1313.3,295.3,NA,NA,4.6,28.5575,1
"127160","sub50",22,18,375.2,314.2,360,423,246,330,20,104,37,1,3,3,4,"They",4,0.219512195,0.33,1,"under-sweep",1248.2,304.9,209250,6.612501684,5.105,26.93,1
"127176","sub50",31,19,338.7,244.8,314,361,154,246,10,101,20,20,3,2,1,"the",3,0.975,0.33,1,"under-sweep",1321.9,299.5,1501908,7.468477762,4.1925,28.7725,1
"127185","sub50",31,19,319,306.1,279,338,246,330,19,322,35,4,2,3,2,"fold",4,0.85,0.33,1,"accurate",1291,440.6,440,3.936272732,3.7,28,0
"127200","sub50",47,20,451.6,227.6,338,458,154,246,9,115,22,6,4,2,2,"landfills",9,0.073170732,0.33,1,"under-sweep",1309.3,344.8,2,1.768955397,7.015,28.4575,1
"127209","sub50",47,20,304.9,322.8,242,324,246,330,18,265,40,24,2,3,2,"ocean.",5,0.625,0.33,1,"accurate",1315.5,406.3,1545,4.481043632,3.3475,28.6125,0
"127218","sub50",43,21,404.7,157.2,350,434,154,246,2,167,19,11,3,2,2,"heated",6,0,0.33,1,"accurate",267.5,619.7,132,3.415685783,5.8425,2.4125,0
"127233","sub50",43,21,354.4,317.2,350,410,246,330,17,145,35,9,4,3,3,"door",4,0.926829268,0.33,1,"under-sweep",1310.9,333.2,14895,5.464903806,4.585,28.4975,1
"127239","sub50",43,21,958.3,345.7,NA,NA,NA,NA,23,222,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",862.6,1041.8,NA,NA,19.6825,17.29,0
"127244","sub50",13,22,365.7,154.5,294,337,154,246,2,128,20,2,2,2,2,"don't",1,0,0.33,1,"accurate",288.9,521.7,265,3.716715779,4.8675,2.9475,0
"127252","sub50",13,22,345.9,251.4,172,264,246,330,10,112,39,21,1,3,2,"Everybody",4,0.526315789,0.33,1,"under-sweep",1315,287.6,17555,5.536259714,4.3725,28.6,1
"127264","sub50",13,22,649.2,341.5,NA,NA,NA,NA,22,165,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",534.3,758,NA,NA,11.955,9.0825,0
"127286","sub50",46,23,356.4,239.5,350,409,154,245,10,317,18,18,3,2,1,"also",4,0,0.33,1,"accurate",1347.6,564.3,10528,5.314221268,4.635,29.415,0
"127294","sub50",46,23,356.9,303.8,289,395,245,338,18,131,32,7,2,3,2,"warming,",7,0.404761905,0.33,1,"under-sweep",1327.4,302.4,203,3.60146431,4.6475,28.91,1
"127299","sub50",46,23,951.3,345,NA,NA,NA,NA,23,185,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",832.8,1026.2,NA,NA,19.5075,16.545,0
"127308","sub50",19,24,380.6,155.9,326,445,154,246,2,133,16,16,3,2,1,"science's",9,0,0.33,1,"accurate",252.1,498.1,36,2.860035866,5.24,2.0275,0
"127317","sub50",19,24,342.9,247.3,230,360,246,338,11,197,31,31,2,3,1,"surprises.",9,0.052631579,0.33,1,"accurate",1263.4,450.8,497,3.989063485,4.2975,27.31,0
"127331","sub50",19,24,1005.8,342.8,NA,NA,NA,NA,25,228,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",836.5,1133.2,NA,NA,20.87,16.6375,0
"127350","sub50",52,25,395.2,228.8,386,422,154,246,10,88,21,9,3,2,2,"of",2,0.85,0.33,1,"under-sweep",1209,306,590439,7.063009914,5.605,25.95,1
"127358","sub50",52,25,324.3,329.7,301,445,246,338,18,188,36,NA,3,3,NA,"Millennials",NA,NA,0.33,1,"accurate",1166.1,435.9,NA,NA,3.8325,24.8775,0
"127368","sub50",52,25,262.5,420.4,172,278,338,422,28,162,50,38,1,4,2,"levels",6,0.75,0.33,1,"accurate",285.4,447.6,527,4.014468065,2.2875,2.86,0
"127380","sub50",2,26,305.1,225.7,266,362,154,246,9,282,15,15,2,2,1,"through",7,0,0.33,1,"accurate",1305.9,476.4,28026,5.739410756,3.3525,28.3725,0
"127389","sub50",2,26,272.9,305.8,266,350,246,338,18,154,32,32,2,3,1,"light",5,0.268292683,0.33,1,"accurate",1318.2,278.8,8425,5.217455597,2.5475,28.68,0
"127400","sub50",2,26,290.3,419.3,172,303,338,422,29,261,48,5,1,4,3,"scarcely",8,0,0.33,1,"accurate",332.7,420.2,70,3.143092491,2.9825,4.0425,0
"127415","sub50",3,27,319.3,245,313,362,154,246,10,239,18,18,2,2,1,"who",3,0.071428571,0.33,1,"accurate",1240.6,431.4,113370,6.34633612,3.7075,26.74,0
"127424","sub50",3,27,346.7,333.6,338,445,246,336,19,187,37,12,4,3,2,"credited",8,0,0.33,1,"accurate",1278.5,473.5,31,2.79698412,4.3925,27.6875,0
"127433","sub50",3,27,302.2,421.9,171,230,336,422,28,178,52,8,1,4,3,"California",2,0.30952381,0.33,1,"accurate",373,456.7,1972,4.586961227,3.28,5.05,0
"127449","sub50",55,28,388.4,239.7,338,374,154,246,11,94,19,19,3,2,1,"a",2,0,0.33,1,"under-sweep",1285.6,338.3,1041179,7.309359959,5.435,27.865,1
"127450","sub50",55,28,338.3,250.3,278,302,246,338,12,231,36,12,2,3,2,"moneylender",1,0.358974359,0.33,1,"accurate",388.4,463.9,4,1.990804146,4.1825,5.435,0
"127464","sub50",55,28,341.9,420.5,172,313,338,422,26,255,53,29,1,4,2,"well-being",9,0,0.33,1,"accurate",1238.9,463.5,10,2.333226827,4.2725,26.6975,0
"127473","sub50",7,29,300.9,155.6,300,398,154,246,2,107,17,1,2,2,3,"Between",7,0.024390244,0.33,1,"accurate",286.4,456.3,8932,5.242831476,3.2475,2.885,0
"127481","sub50",7,29,301.3,254.5,242,350,246,338,10,224,35,19,2,3,3,"couldn't",8,0.170731707,0.33,1,"accurate",332,438.1,11,2.371015388,3.2575,4.025,0
"127501","sub50",7,29,517.3,396,506,597,338,422,30,386,57,41,6,4,3,"Toto.",4,0.024390244,0.33,1,"accurate",439.3,542.9,143,3.450196634,8.6575,6.7075,0
"127505","sub50",16,30,292.8,155.7,172,327,154,246,2,139,18,18,1,2,1,"laboratory",10,0,0.33,1,"accurate",179.3,428,331,3.812972226,3.045,0.2075,0
"127514","sub50",16,30,311.1,253.3,302,338,246,338,11,159,32,7,3,3,2,"in",2,0,0.33,1,"accurate",342.7,540.5,498444,6.989451386,3.5025,4.2925,0
"127531","sub50",16,30,319.5,413.8,302,465,338,422,28,244,51,15,3,4,3,"processing.",10,0,0.33,1,"under-sweep",1320.2,285.4,193,3.579635872,3.7125,28.73,1
"127548","sub50",42,31,321.2,261.4,171,339,246,330,14,330,32,18,1,3,2,"deceptively",11,0,0.33,1,"accurate",1354.3,558.8,4,1.990804146,3.755,29.5825,0
"127549","sub50",42,31,558.8,252.7,519,590,246,330,15,194,36,22,5,3,2,"fouls",5,0.075,0.33,1,"accurate",321.2,672.3,24,2.689774151,9.695,3.755,0
"127577","sub50",38,32,356.6,251.4,312,362,246,330,11,274,36,18,3,3,2,"and",3,0.210526316,0.33,1,"accurate",1250.7,519.8,682780,7.126115569,4.64,26.9925,0
"127585","sub50",38,32,341.4,306.1,312,362,246,330,19,100,36,18,3,3,2,"and",3,0.210526316,0.33,1,"under-sweep",1318.4,304.7,682780,7.126115569,4.26,28.685,1
"127601","sub50",14,33,338.3,267.4,337,410,246,338,11,119,36,8,3,3,2,"using",5,0,0.33,1,"under-sweep",1321,323.5,3520,4.838500167,4.1825,28.75,1
"127602","sub50",14,33,323.5,269.8,302,337,246,338,12,250,35,7,2,3,2,"is",2,0.179487179,0.33,1,"accurate",338.3,428.5,459663,6.954274634,3.8125,4.1825,0
"127622","sub50",14,33,278.2,421.7,NA,NA,NA,NA,32,257,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",310.1,339.1,NA,NA,2.68,3.4775,0
"127634","sub50",12,34,309.5,254.4,300,349,246,338,11,301,36,16,2,3,2,"but",3,0.047619048,0.33,1,"accurate",1270.4,492.4,225291,6.644579913,3.4625,27.485,0
"127643","sub50",12,34,318.1,333.4,300,349,246,338,20,84,36,16,2,3,2,"but",3,0.047619048,0.33,1,"under-sweep",1242.4,312.1,225291,6.644579913,3.6775,26.785,1
"127645","sub50",12,34,400.6,339.5,NA,NA,NA,NA,22,190,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",312.1,492.7,NA,NA,5.74,3.5275,0
"127659","sub50",50,35,395.7,156.9,348,398,154,246,3,204,22,22,3,2,1,"and",3,0.195121951,0.33,1,"accurate",284.5,541.6,682780,7.126115569,5.6175,2.8375,0
"127668","sub50",50,35,297.6,259.9,172,300,246,330,12,205,38,38,1,3,1,"animals,",7,0.928571429,0.33,1,"accurate",335.3,443.8,1993,4.591559296,3.165,4.1075,0
"127689","sub50",18,36,395,159,374,410,154,246,2,167,24,13,3,2,2,"on",2,0.902439024,0.33,1,"accurate",256.5,582.7,354742,6.841747977,5.6,2.1375,0
"127707","sub50",18,36,336.3,324.7,324,374,246,330,20,91,43,1,3,3,3,"The",3,0.205128205,0.33,1,"under-sweep",1332,296.5,1501908,7.468477762,4.1325,29.025,1
"127718","sub50",40,37,366.7,158.7,326,396,154,246,2,217,24,24,4,2,1,"park,",4,0.894736842,0.33,1,"accurate",228.9,491.1,3678,4.85756393,4.8925,1.4475,0
"127737","sub50",40,37,334.8,323.5,253,338,246,330,21,141,38,3,2,3,2,"police",6,0.026315789,0.33,1,"under-sweep",342,259.2,12044,5.372640946,4.095,4.275,1
"127768","sub50",10,38,330.4,309.8,302,399,246,330,18,101,42,6,2,3,3,"anxiety",7,0,0.33,1,"under-sweep",1285.8,288.1,345,3.830910241,3.985,27.87,1
"127789","sub50",44,39,374.9,237.9,362,410,154,246,12,95,23,23,3,2,1,"the",3,0.578947368,0.33,1,"under-sweep",1239.3,292.8,1501908,7.468477762,5.0975,26.7075,1
"127797","sub50",44,39,333,339.5,NA,NA,NA,NA,20,127,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1210.9,269.5,NA,NA,4.05,25.9975,1
"127817","sub50",35,40,321.4,251.5,290,372,246,330,12,306,37,12,2,3,2,"crews,",5,0.05,0.33,1,"accurate",1297.2,420.3,167,3.517143424,3.76,28.155,0
"127818","sub50",35,40,420.3,254.6,372,494,246,330,13,259,38,13,3,3,2,"numbering",9,0,0.33,1,"accurate",321.4,469.7,3,1.893894133,6.2325,3.76,0
"127829","sub50",35,40,261,344.3,NA,NA,NA,NA,24,215,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"accurate",1291.6,368.8,NA,NA,2.25,28.015,0
"127846","sub50",11,41,344.2,250.5,302,408,246,338,10,104,33,17,2,3,2,"history.",7,0.125,0.33,1,"under-sweep",1230.4,313.7,4280,4.92337937,4.33,26.485,1
